gene_name	transcript_name	3	6	8	9	10	13	16	3_pct	6_pct	8_pct	9_pct	10_pct	13_pct	16_pct	p.value	statistic	major_group	p.value.adjusted
CD14	ISOT-6c12-c861-5c66-54e0:s140631700:e140633700:AP:FL	3035.47528590848	2151.86351749729	2738.7716914167	188.014777591423	176.634826181473	1204.08550153869	393.730901735802	0.0946928901269179	0.105945719929954	0.232040302585503	0.0898302807412435	0.131424721861215	0.118910280618082	0.13203584900597	0	1865.1478982221	microglia	0
CD14	ISOT-f1ad-c0e6-fa6f-19af:s140631700:e140633750:AP:FL	2306.46111385168	1536.9170575572	1234.48261674463	120.468924363695	118.342606972684	777.77820165342	228.137272324296	0.0719509955656252	0.0756691968665847	0.104590580085116	0.05755801450726	0.0880525349499136	0.0768100139890796	0.0765047861583824	0	1865.1478982221	microglia	0
CHI3L1	ISOT-1cee-b7f5-ba0e-5e1f:s203178900:e203186750:AP:FL	5446.67352547504	4424.1717518414	1238.83138781337	2457.23861202642	29768.6298927373	2310.71795927256	3337.23463930195	0.81268626588451	0.839456516337515	0.61551848893456	0.741026659680543	0.883897799895986	0.848528837608127	0.855630803777958	0	5120.32381212798	microglia	0
CHI3L1	ISOT-a07e-cc2a-3d9c-0c27:s203178900:e203186750:NC:FL	101.288686344377	64.5821391354428	395.011830930013	38.2205959938789	190.885028206255	20.4226413260586	43.1329534623854	0.0151130637620473	0.0122540218999633	0.196263258807537	0.0115261417599925	0.00566780725456753	0.00749948735013234	0.011058821937692	0	5120.32381212798	microglia	0
CTSD	ISOT-153e-530a-e469-b50e:s1752750:e1763950:AP:FL	12328.1521690289	9663.5727655575	8119.32311398882	2961.56016966971	19319.200439167	4700.48187676901	2140.2534144817	0.899906238482229	0.912821542441714	0.6973062321826	0.819220062423591	0.922867333057488	0.912880484506863	0.841442776353015	0	4266.56963667949	microglia	0
CTSD	ISOT-1a4c-2a98-0d9f-a0ba:s1752750:e1763900:NC:FL	491.360770761667	302.378460661323	2053.28269379198	159.983792858024	540.022481175109	144.876038588279	236.146343170803	0.035867388469191	0.0285626837566526	0.176340662726801	0.0442543542130803	0.0257965700269244	0.0281363723480222	0.0928411716475977	0	4266.56963667949	microglia	0
CYBB	ISOT-0104-a59f-414b-d581:s37780050:e37813500:AP:FL	4049.59566245284	3623.5177931704	4022.6011093173	1631.44232761423	1499.03890769773	1777.75024280469	606.174929014636	0.811257455807056	0.859781285111697	0.837182964424255	0.650338334876511	0.844929359717892	0.870774018669031	0.824122131336139	0	1652.46715871559	microglia	0
CYBB	ISOT-d372-1145-da35-d609:s37780000:e37811000:NC:FL	395.716272778587	296.736820621187	103.192716989395	727.650939534359	78.6405103517072	100.573669149143	27.7268681174638	0.0792740321342011	0.0704091381735476	0.0214764482901554	0.290061923966461	0.0443255179823221	0.0492627906601336	0.0376959266286129	0	1652.46715871559	microglia	0
EIF1	ISOT-112a-8117-2daf-2c25:s41688850:e41691650:AP:FL	94.1820414149536	49.2392107357933	25.6828144679064	134.197865346663	22.8653828490923	24.9141145056116	9.52130024301536	0.00498951268356398	0.00407676856563945	0.0030662385945447	0.138634158415974	0.00272401511187661	0.00415581559726632	0.00367901864104148	0	2880.90747786786	microglia	0
EIF1	ISOT-1fd3-cf74-523d-9b0d:s41688850:e41692700:AP:FL	18569.2859353933	11894.9181690629	8256.62917383371	785.845300537748	8289.53941900992	5887.60247560908	2554.66505212376	0.983751109101151	0.984841709642565	0.9857484687003	0.811823657580318	0.987555327497013	0.982085483838045	0.987119417358485	0	2880.90747786786	microglia	0
FN1	ISOT-733d-d339-670a-605e:s215360850:e215383500:NC:FL	715.869779721591	682.909336604923	329.364133050845	136.723235074773	600.361819289214	443.584682223516	83.7613988415334	0.264030045611182	0.303357564879759	0.222690777898699	0.0506701329513118	0.282633398041492	0.32753096435559	0.255288482177433	0	1901.67834306332	microglia	0
FN1	ISOT-ae4c-548c-b5b3-fab8:s215407150:e215436100:NC:FL	184.983848750543	114.725988241106	86.7117194998664	446.387361328949	97.3725846592984	66.0622088937688	23.5727408486146	0.0682265062815373	0.0509628358491457	0.058627817453876	0.16543279519354	0.0458402643108168	0.0487785531231076	0.0718451376795875	0	1901.67834306332	microglia	0
FN1	ISOT-b9e7-1b5e-1a5e-153e:s215414650:e215436100:AP:FL	99.5546078117516	71.8806864185922	42.8786929247425	415.425087459582	54.4417297154283	38.8346587978804	12.6797280722836	0.0367181411842287	0.031930373220896	0.0289912850990861	0.153958062807506	0.0256296296172618	0.0286744645525899	0.0386453495138	0	1901.67834306332	microglia	0
FN1	ISOT-da8a-3816-fd42-819c:s215360850:e215436100:AP:FL	332.609005060953	359.130512889214	222.549215615613	958.039942043943	342.120724871173	189.617833874689	16.1211716464822	0.122674225487053	0.159530631702459	0.150470719100842	0.355053120338216	0.161060780189583	0.140008693890608	0.0491342014039002	0	1901.67834306332	microglia	0
FN1	ISOT-e590-47dd-73f2-19db:s215360850:e215383450:DN:FL	346.07469720103	232.233083911763	192.634679079377	78.9768143190281	231.82136090668	134.627150350157	50.0410932591066	0.12764069761738	0.103161077237908	0.130244802726685	0.0292690973807611	0.109134953067518	0.0994050564631837	0.152515537243896	0	1901.67834306332	microglia	0
HNRNPA2B1	ISOT-3a57-f87a-a6a3-3b26:s26191800:e26200750:EC:FL	1164.43174956232	690.148795643543	307.300710054647	156.140922926747	329.003948832039	337.846601222675	98.8212671715602	0.176884664979845	0.173666028093494	0.135017886667244	0.0977713982008431	0.177743894560799	0.175504727907883	0.172162486361603	0	1652.17052363448	microglia	0
HNRNPA2B1	ISOT-a929-a5b0-54a4-9d16:s26191800:e26200750:EC:FL	3857.66262585942	2268.83550605502	1048.07928013375	500.081725879416	986.624901623866	1070.8050024062	306.354088375221	0.586003740826283	0.570919855574991	0.460491775102704	0.313138212823679	0.533022637290041	0.556262338912312	0.533717923998643	0	1652.17052363448	microglia	0
HNRNPA2B1	ISOT-ba46-3b95-f807-e2ff:s26190300:e26200750:NC:FL	56.0819368880133	29.9079013685257	31.7442675223408	207.789200287423	10.1516117651122	16.8293511461128	4.24419454138266	0.00851920657572736	0.00752589365086204	0.0139473934632429	0.130112210574466	0.00548439317402066	0.00874252007590276	0.00739406714526596	0	1652.17052363448	microglia	0
MALAT1	ISOT-4de4-68dc-0c67-56ae:s65499000:e65504400:NC:FL	5922.32170521763	3989.98206274718	2482.54789738536	11423.4446408055	5462.53101663226	1984.6444729376	759.646042641438	0.112149333753811	0.111155578835229	0.107501921128753	0.155682938664354	0.113228044586649	0.108554104131589	0.112423665692911	0	9020.59347754726	microglia	0
MALAT1	ISOT-64f7-9bf5-9e3f-eba3:s65499000:e65506500:AP:FL	8410.11121560681	5656.57136529284	3517.36576343598	16894.3949774538	7536.45900606063	2795.92382577457	1063.20155643714	0.159259901196316	0.157584534076575	0.152312701511264	0.230243078138721	0.156216690352045	0.152928653099203	0.157348303861948	0	9020.59347754726	microglia	0
MALAT1	ISOT-b716-6139-47c2-57b4:s65498200:e65499800:AP:FL	8889.7560863863	5819.37681411539	3706.48625428374	5932.5876387608	8003.71283978764	3278.02465241011	1127.81009822571	0.168342800669501	0.162120076747396	0.160502197517508	0.0808515037738198	0.165901987837302	0.179298123324294	0.166910032213337	0	9020.59347754726	microglia	0
MALAT1	ISOT-e95d-d37d-0b46-cac3:s65497700:e65499800:AP:FL	11663.4250966286	7666.90897237101	5063.56962039295	7854.07459111955	10795.9746838797	4185.20924172639	1399.74975426186	0.220866987472493	0.213589858625615	0.219268060259679	0.107038240327859	0.223780350013702	0.228918401272338	0.20715568777227	0	9020.59347754726	microglia	0
MALAT1	ISOT-f769-b632-3efd-4ab7:s65497650:e65499850:AP:FL	5783.28689027117	4426.43159941641	2463.4074550672	6059.03738665665	5000.55856531361	1989.20580169983	727.790339747984	0.109516470724588	0.123314480834762	0.106673081402187	0.0825748078178095	0.103652220274358	0.108803595143297	0.107709187249697	0	9020.59347754726	microglia	0
PSAP	ISOT-1e45-a687-0bd3-1699:s71816250:e71851300:AP:FL	2949.35127755563	1940.96709103514	1043.26879991001	3411.93728904062	1892.57492240012	1100.89972274743	382.276395018625	0.336220334740869	0.338383449156402	0.182165623437697	0.763395910908856	0.317855960037676	0.349738961121109	0.245772920196862	0	5396.12356377876	microglia	0
PSAP	ISOT-8dd1-59ef-1191-8f47:s71816250:e71851300:AP:FL	5175.344917725	3431.40225194769	4315.36368297259	324.730947237952	3776.76288350337	1836.76128265209	1112.02978938239	0.589979299474656	0.598222264983307	0.753507548329734	0.0726561645969515	0.634303338780492	0.583510895269428	0.714945553122876	0	5396.12356377876	microglia	0
RASSF4	ISOT-13b1-c133-09fa-b609:s44959050:e44992000:AP:FL	618.640123294847	400.324137542478	259.83286469674	85.8548295041236	424.83859916723	205.651452080981	112.415234322833	0.310095299897166	0.322581899711908	0.289346176922413	0.158696542521485	0.286291843396491	0.306485025456007	0.30300602243551	0	1550.75234206007	microglia	0
RASSF4	ISOT-7f1d-e032-6143-4f8d:s44959050:e44970700:AP:FL	37.596043478794	37.4133799503852	13.9221810045745	197.792905560204	23.0577043783797	12.6507679823178	3.66432863568811	0.0188451345758366	0.0301477678891098	0.0155035424514027	0.365606110092798	0.015538213109443	0.018853603550399	0.00987689659221641	0	1550.75234206007	microglia	0
RASSF4	ISOT-9a88-7818-90ab-7545:s44959800:e44995900:AP:FL	566.95811172101	350.210105683743	244.268965859142	33.4830202271164	508.387269383533	178.479207927515	126.641325558156	0.284189529684717	0.282199923999793	0.272014440877698	0.0618909800870914	0.3425939375481	0.265989877686311	0.341351281830167	0	1550.75234206007	microglia	0
RPL14	ISOT-0e98-81ca-3c90-d9b9:s40457250:e40468600:AP:FL	4155.06922716596	6750.83736180841	6272.91105944051	266.556391971496	5138.2437900376	3075.31769042138	838.200698908141	0.163289681174485	0.416409903886529	0.583526610180512	0.352122050160497	0.567636300269288	0.382930854242483	0.243804740810978	0	9014.73692426397	microglia	0
RPL14	ISOT-7cf7-f727-e62e-cd4e:s40457850:e40462400:AP:FL	20707.9588545831	9013.68400563167	4155.10154528546	443.512302127458	3618.37456913756	4767.90376388264	2520.7103433149	0.813800159340687	0.555988403998993	0.386521073980043	0.585881508754898	0.399732055803973	0.59368743168754	0.733190908468556	0	9014.73692426397	microglia	0
SAT1	ISOT-4819-f928-0cee-1bcd:s23783150:e23784250:AP:FL	584.673289762492	496.005464829701	480.515484712939	190.694323212481	285.868272165196	197.775913069704	65.270087452606	0.0753704630874739	0.0850055778806668	0.0891989166855891	0.140298778608344	0.0567502466451786	0.0720574981348955	0.0660880061821613	0	1830.54757800644	microglia	0
SAT1	ISOT-88c1-3612-6879-d58c:s23783150:e23784450:AP:FL	1307.15784821474	954.102162336249	997.69669139405	710.276761403982	704.744098170292	479.250180479922	145.264593001643	0.168506230870222	0.163514338888248	0.185204154464056	0.52256910651626	0.13990500271323	0.174609579347053	0.147084946489656	0	1830.54757800644	microglia	0
SAT1	ISOT-bd03-8b63-093b-7e50:s23783150:e23786250:AP:FL	5232.68792707112	3947.93380352087	3249.23735854409	196.164475491922	3667.82262954371	1851.17461553077	705.726302818462	0.67454785289712	0.676598179252188	0.603161524772968	0.144323312064183	0.728132007448132	0.674455293041487	0.714569967405769	0	1830.54757800644	microglia	0
CTSS	ISOT-39eb-1301-effc-c026:s150732350:e150765800:DN:FL	37.4126008996915	30.4431203184095	16.0606952710884	87.830352315725	10.0462873950203	8.45185865908435	0.393367287434387	0.0110609389555829	0.0136756097094107	0.00738721387948022	0.101546178039986	0.00364448751298051	0.00701726547709339	0.000763051152345923	1.1125369292536e-308	1568.9519333415	microglia	1.11253692925396e-308
CTSS	ISOT-4186-16e3-f1ab-6b09:s150732350:e150765800:NC:FL	377.194268576669	199.012957752223	442.431180885711	36.2722873819465	245.558158616875	116.431777887521	79.4617084695347	0.11151651258645	0.0894002818656213	0.203498896217602	0.0419366660304883	0.0890810313900917	0.0966689965323227	0.154139274291251	1.1125369292536e-308	1568.9519333415	microglia	1.11253692925396e-308
CTSS	ISOT-c715-b2a3-003b-8e99:s150730150:e150765800:AP:FL	2415.37143238805	1662.84403638504	1242.7590654352	368.474023135944	2207.85563914575	886.943454342585	355.214276579765	0.714098333883102	0.7469801325021	0.571614544829767	0.426015924676799	0.800942874809526	0.736396328114466	0.689042204911671	1.1125369292536e-308	1568.9519333415	microglia	1.11253692925396e-308
CTSS	ISOT-fcb7-f550-fe24-cb2d:s150732350:e150765800:AP:FL	95.2785223909551	63.681625360091	60.2566758996151	142.423557818354	30.6642358511351	37.7458052207222	6.79670147281668	0.0281688493876721	0.0286069576632351	0.0277154223415393	0.164664806390871	0.011124052125957	0.0313389452621491	0.0131841946614563	1.1125369292536e-308	1568.9519333415	microglia	1.11253692925396e-308
ITGB2	ISOT-4835-e31a-c192-ecd9:s44885950:e44920900:NC:FL	77.6854181347663	45.3249692151519	236.936707880551	49.2637742588345	15.2639953103763	25.3375689624791	18.8640440894053	0.0153661900686131	0.0122082556161623	0.105128680130975	0.0317634254446698	0.00269071219313557	0.013919628048614	0.0159258504097974	1.1125369292538e-308	1532.35396633889	microglia	1.11253692927152e-308
ITGB2	ISOT-b830-fd6e-6c70-f661:s44885950:e44920900:AP:FL	2609.20131338044	1983.52299286595	646.177677037205	928.622467241845	3583.91289337294	905.431985591302	502.327087640714	0.516100502144765	0.53426083098911	0.286708661248336	0.5987407775439	0.631766318401512	0.497414589434857	0.424086479900046	1.1125369292538e-308	1532.35396633889	microglia	1.11253692927152e-308
ITGB2	ISOT-e577-b218-a345-4016:s44885950:e44920950:NC:FL	703.83997201496	485.139819421524	667.516924963715	207.364477668647	717.889343346087	278.660921236927	161.884868829233	0.139219676582124	0.130672144463297	0.296176873200672	0.133700801966463	0.126548362351127	0.153087156113758	0.136670280898676	1.1125369292538e-308	1532.35396633889	microglia	1.11253692927152e-308
ATP6AP2	ISOT-7b0d-5d52-be14-d0bd:s40580950:e40606650:NC:FL	173.588324698194	99.7838083364137	427.712857910864	42.8949468707496	93.340125310032	60.82018540298	40.9445976346292	0.0384470265112279	0.0258708344144189	0.186855770166389	0.0296850843396191	0.018560374887658	0.033807773987204	0.0505488859686781	8.28049595504011e-291	1360.58639936654	microglia	7.18492264406557e-289
ATP6AP2	ISOT-dda9-6490-79f6-e04b:s40580950:e40606850:AP:FL	4014.97836921246	3457.71739983997	1428.04278775347	1251.08229783234	4592.25932296048	1604.30024283592	704.622538829986	0.889253237920811	0.896478454716093	0.623871903780458	0.865800898153869	0.913155562330578	0.891773342321246	0.869904368925909	8.28049595504011e-291	1360.58639936654	microglia	7.18492264406557e-289
LIPA	ISOT-71d7-2bb4-9908-29b9:s89213550:e89251800:NC:FL	274.783986324119	191.592194360335	494.970141240142	58.8422756328637	189.071274747785	84.722242595835	61.324811510014	0.146447510773941	0.120126535928868	0.359776696207129	0.0579323954638042	0.038541841082391	0.105102023247357	0.119429265828433	1.08374371101142e-255	1198.3601847825	microglia	9.05528078533983e-254
LIPA	ISOT-a88b-2802-f8e2-9a99:s89213550:e89251800:AP:FL	1515.09492679427	1351.74730720987	824.710429720124	906.467901235123	4635.57473146971	695.6337655526	420.780635450729	0.807477479249929	0.847533074134025	0.599453520547442	0.89245115632932	0.944953615318794	0.862967196790778	0.819464766858614	1.08374371101142e-255	1198.3601847825	microglia	9.05528078533983e-254
CSTB	ISOT-6f07-4fb8-fb50-7119:s43773950:e43776350:AP:FL	9578.84486961549	7723.37651066676	6544.48450693044	767.665343981319	21381.4944633909	3740.91025127563	1954.31473959418	0.865923419780824	0.886318167393476	0.8324198050026	0.647818855680438	0.777480617555396	0.879800153169244	0.854532024308781	7.8154750938749e-254	1189.77493434626	microglia	6.29703993277921e-252
CSTB	ISOT-bc38-b122-28f9-2ef8:s43773950:e43777300:AP:FL	1321.50640374899	868.124242463033	1183.76605085817	364.260454441257	5783.37742622489	442.899591063265	295.667775364313	0.119463605473602	0.0996240810721863	0.150568055311393	0.307392788558023	0.210296986517759	0.104162650767466	0.129281930635904	7.8154750938749e-254	1189.77493434626	microglia	6.29703993277921e-252
CTSC	ISOT-4ff6-3175-15b1-832d:s88320800:e88337800:AP:FL	6923.90816156576	3697.06895194253	2680.02078141606	283.902243150567	1920.45880928953	1891.12442159191	920.261045996362	0.488424672796682	0.434081126211405	0.404836976044722	0.17821860838077	0.39185039977342	0.457677739978682	0.486910606347281	7.94484164936289e-249	1196.92776015389	microglia	6.07578398676701e-247
CTSC	ISOT-b032-a3fb-de7a-1a79:s88293550:e88337750:AP:FL	5522.79590547694	3834.90481869554	2364.18542447848	785.761677001173	2334.70926974143	1753.68122580876	722.491752507598	0.389587747282515	0.450264743301108	0.357127707625148	0.493259056497911	0.476374060343079	0.424414623864655	0.382270768522539	7.94484164936289e-249	1196.92776015389	microglia	6.07578398676701e-247
CTSC	ISOT-fa18-313b-6506-cab2:s88326050:e88337750:AP:FL	242.651417219243	131.809536647685	116.369521127412	176.524000572747	113.072208456998	62.0605446682629	37.3412033419854	0.0171170582124184	0.0154760522070782	0.0175784775116937	0.110812304188793	0.0230712524907157	0.0150194929013221	0.0197572504454949	7.94484164936289e-249	1196.92776015389	microglia	6.07578398676701e-247
SPP1	ISOT-5e06-17a7-0ae9-cba4:s87975700:e87983450:AP:FL	354298.896745345	245013.551369804	95913.7787776421	53045.8323401746	126018.357565552	115277.657860043	47583.6288598537	0.734332456193436	0.737386824295079	0.685209818657795	0.738164486730109	0.747201110839598	0.734931891228827	0.761654910200303	1.58381107769046e-247	1160.63225834626	microglia	1.17150091517038e-245
SPP1	ISOT-7323-cb9c-36b2-c5ca:s87975650:e87983450:AP:FL	112085.606830617	76517.379145601	35086.658332894	15173.4044258638	37337.4608441235	36398.9269079238	12363.9589881953	0.232312603070335	0.23028484300608	0.250659739403308	0.21114699865843	0.221385143860066	0.232054785703731	0.197905672570915	1.58381107769046e-247	1160.63225834626	microglia	1.17150091517038e-245
APLP2	ISOT-22c4-83b5-8f06-8bbe:s130069850:e130144850:NC:FL	763.17798276152	637.626858823754	800.519876212736	318.196503101738	844.320740604832	321.483969972983	140.692201974843	0.265820025513758	0.298052303344322	0.405920885209718	0.135585851140829	0.276695959728745	0.300039815747654	0.31437696456851	7.26168787696971e-244	1225.93062530643	microglia	4.96435389407384e-242
APLP2	ISOT-7415-784e-4201-a68a:s130069900:e130144850:AP:FL	454.160620995182	294.794918317719	349.881066652902	207.383101460705	538.833053773435	170.831953037676	79.3017784831026	0.15818719956182	0.137798938678466	0.177414748233089	0.0883674523436991	0.176583283789295	0.159436838227248	0.177199958878034	7.26168787696971e-244	1225.93062530643	microglia	4.96435389407384e-242
APLP2	ISOT-8e4e-248d-e0d9-88aa:s130069850:e130143850:AP:FL	187.348290414551	127.638368879467	71.6958087862898	294.358347221035	155.976446388569	65.7394757377758	23.3883191819064	0.0652546698972536	0.0596632800409571	0.0363549076458202	0.125428239026282	0.051115708110697	0.0613544127545992	0.0522612389852421	7.26168787696971e-244	1225.93062530643	microglia	4.96435389407384e-242
APLP2	ISOT-93ca-369e-b084-5805:s130069850:e130140500:NC:FL	323.208568860944	265.094971603178	106.416419419426	648.295969653098	227.80626421229	109.852404713524	21.5802208917791	0.112575718851324	0.123915995378677	0.0539607428312029	0.276243641836881	0.0746553648122935	0.102524848353877	0.0482210402811706	7.26168787696971e-244	1225.93062530643	microglia	4.96435389407384e-242
APLP2	ISOT-e882-1010-6fc8-1a56:s130069850:e130144850:AP:FL	584.70444299279	390.735234732318	262.767227095069	536.687329841033	773.757114572451	211.185496051819	78.8769545124725	0.203656490969446	0.182645280853739	0.133241795233311	0.228686386253997	0.253571252152589	0.197098652630454	0.176250688993222	7.26168787696971e-244	1225.93062530643	microglia	4.96435389407384e-242
HSPA5	ISOT-0cc9-dce0-f467-17b3:s125236200:e125241350:NC:FL	254.508914114824	155.430116690845	236.629309374444	53.3934802669083	134.025324706375	91.695740254977	33.1814039329258	0.0820731744968797	0.0768314961398145	0.189455011508762	0.0332669658983853	0.0852036393556104	0.0885949181207507	0.0884837438211355	6.26811448657957e-239	1177.83540816073	microglia	4.04024750906386e-237
HSPA5	ISOT-123f-0781-99e7-d6ab:s125236200:e125241350:NC:FL	51.075616706156	22.603389004705	35.4082232225339	191.687610114822	4.74456416146524	6.92944731614864	2.79885981966425	0.0164706922625463	0.0111732026716288	0.0283492579844146	0.119431532781821	0.00301625185089971	0.00669511817985376	0.00746362618577133	6.26811448657957e-239	1177.83540816073	microglia	4.04024750906386e-237
HSPA5	ISOT-3667-8641-4722-4eba:s125236200:e125241350:EC:FL	158.291368166935	106.796771099089	62.3715975930052	244.829177904725	98.6507891698926	60.2812500252518	15.4335376821436	0.0510452654520912	0.0527912857632668	0.0499372278566895	0.152541543865872	0.0627150598664289	0.0582427536475862	0.0411561004857164	6.26811448657957e-239	1177.83540816073	microglia	4.04024750906386e-237
HSPA5	ISOT-ab58-5214-2495-bd0f:s125234850:e125241350:AP:FL	2454.49366447014	1613.61362772011	773.330132456791	845.674310402551	1231.5163913794	809.200345124581	303.251962284312	0.791516821822038	0.797634022600151	0.619159433512243	0.526899881870748	0.782909339719899	0.781836082245972	0.808671899424831	6.26811448657957e-239	1177.83540816073	microglia	4.04024750906386e-237
DDX5	ISOT-5501-c3aa-f39a-28e4:s64499600:e64506300:NC:FL	547.344290210423	369.36531556008	247.896195697818	44.8578446829063	262.621185072684	167.952768475404	71.6403838624919	0.168360448700911	0.162765129079727	0.165480550204918	0.0388472190218478	0.190432769768323	0.15123728639048	0.177810798509362	1.63616339216842e-228	1153.89850471743	microglia	9.84315896728522e-227
DDX5	ISOT-7957-b382-22a4-2d60:s64498250:e64506300:AP:FL	1238.23236285847	840.927100658814	379.496215107874	210.489481259061	543.073918167146	408.144493114111	124.372541379539	0.380874268601025	0.370564322959849	0.253328786672008	0.182285418260004	0.393795612478416	0.367523954229046	0.308691546625183	1.63616339216842e-228	1153.89850471743	microglia	9.84315896728522e-227
DDX5	ISOT-9a77-c9fa-7644-190c:s64499600:e64506300:NC:FL	207.65059962553	183.52074665738	99.0862382543263	238.009782276805	46.0851639844972	76.9747216961247	27.0161244329344	0.0638723172073784	0.0808705548684295	0.0661439969980378	0.206118198651944	0.0334174313483744	0.069313820401175	0.0670537816668987	1.63616339216842e-228	1153.89850471743	microglia	9.84315896728522e-227
DDX5	ISOT-a94e-2173-d6b8-7646:s64499600:e64506300:NC:FL	514.355002082788	346.69147738794	456.254572807034	128.837703101937	215.399526336492	208.970219813687	86.5977753883756	0.158213103691873	0.152773638159078	0.304568037153957	0.111574385841591	0.156191239467944	0.188172480084318	0.214934911857769	1.63616339216842e-228	1153.89850471743	microglia	9.84315896728522e-227
DDX5	ISOT-ef77-1458-b7d0-c24f:s64499600:e64506300:AP:FL	49.6345656032517	39.6412496390466	20.3669642815578	122.725913304225	32.9500184061439	24.142458053545	9.67071829837503	0.0152673516203589	0.0174683784388293	0.0135957570701266	0.106281531524457	0.0238928297702357	0.0217396823878425	0.0240026372010194	1.63616339216842e-228	1153.89850471743	microglia	9.84315896728522e-227
CD53	ISOT-304d-6042-27ef-3cc3:s110873150:e110899950:NC:FL	65.5763191998336	31.0358468495867	208.244946362218	27.1230123449693	20.500745512373	18.2427181373233	22.1148603313928	0.0119730361876636	0.0088547351924641	0.125751779204238	0.0403616255133471	0.00801749922267226	0.0107690189712652	0.0261404968456179	1.26738370827664e-217	1022.41665996181	microglia	7.42653933992753e-216
CD53	ISOT-e971-1242-a771-a7d3:s110873100:e110899950:AP:FL	4900.18659862659	3169.5450099394	1080.91202149461	522.05649709926	2313.17618668453	1549.08429125459	734.41994269617	0.894684425529777	0.904292442208103	0.652724650660998	0.77686978735009	0.904644578288827	0.914453536750052	0.868108679309893	1.26738370827664e-217	1022.41665996181	microglia	7.42653933992753e-216
LAPTM5	ISOT-75ae-d6ae-4474-25a1:s30732450:e30757800:NC:FL	1576.01154848688	936.264125897712	1661.36118610991	235.489172904558	880.054734270816	438.441034712111	254.061138023574	0.252271877784764	0.247200960868429	0.522350713865047	0.390768440093901	0.254365103158592	0.226151388978059	0.289711727849478	7.56172997187587e-208	977.217338426095	microglia	4.31880071305113e-206
